-1.54304e-02  2.30160e-03  1.64950e-02  6.02543e-01  2.52740e+05  1.00855e+00 -2.00092e-01  2.97481e-02  9.79325e-01    6 
 4.05212e-03 -9.96882e-03  1.71402e-02  6.19292e-01  2.79311e+05  2.00396e+00  7.92455e-02 -1.92299e-01  9.78132e-01    6 
-1.62409e-02  7.85066e-04  1.64949e-02  6.32555e-01  2.73258e+05  3.20170e+00 -2.32552e-01  1.10703e-02  9.72521e-01    6 
 9.59092e-03  8.84441e-03  1.64946e-02  6.34377e-01  2.91914e+05  6.74349e+00  1.34025e-01  1.24328e-01  9.83148e-01    6 
-1.23481e-02 -4.90299e-03  1.64947e-02  6.33351e-01  2.89668e+05  1.00923e+01 -1.72941e-01 -6.87378e-02  9.82531e-01    6 
 1.17968e-03 -1.29010e-02  1.64949e-02  6.34095e-01  2.91765e+05  7.17206e+00  1.58422e-02 -1.81286e-01  9.83303e-01    6 
 1.52818e-02 -6.22628e-03  1.64947e-02  6.31904e-01  2.71543e+05  7.07002e+00  2.19824e-01 -8.95798e-02  9.71418e-01    6 
 3.24655e-03 -1.10868e-02  1.66500e-02  6.35899e-01  2.97362e+05  6.25101e+00  5.11031e-02 -1.76007e-01  9.83062e-01    6 
-7.20236e-04  1.39530e-02  1.64942e-02  6.62261e-01  3.01488e+05  3.31592e+01 -1.27571e-02  2.14011e-01  9.76748e-01    6 
 5.39454e-03 -1.56459e-02  1.64943e-02  6.79756e-01  2.94921e+05  2.79148e+01  8.87256e-02 -2.58849e-01  9.61834e-01    6 
-1.18297e-02 -1.27079e-02  1.64948e-02  6.79869e-01  2.89506e+05  1.47656e+01 -1.97888e-01 -2.12479e-01  9.56919e-01    6 
 1.73376e-02  4.05708e-03  1.64942e-02  6.78541e-01  2.85706e+05  4.03817e+01  2.91649e-01  6.75456e-02  9.54138e-01    6 
 1.32245e-03 -1.39867e-02  1.64949e-02  6.91660e-01  3.05940e+05  1.07978e+02  2.24714e-02 -2.36708e-01  9.71321e-01    6 
-1.54795e-02 -1.11705e-02  1.64949e-02  7.02524e-01  2.77343e+05  1.00889e+02 -2.92572e-01 -2.11112e-01  9.32649e-01    6 
-1.02570e-02  1.61854e-02  1.64947e-02  7.03019e-01  2.77234e+05  7.17989e+01 -1.94744e-01  3.06260e-01  9.31815e-01    6 
